File generated on // Fichier créé sur, 2020-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant // Polluant:, CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units // Unités, ppm // ppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data is hour ending local standard time // Données en heure normale locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note // Note,Zeros are valid. -999 denotes no data available // Zéros sont valides .-999 Données non disponibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pollutant//Polluant ,NAPS ID//Identifiant SNPA,City//Ville,P/T//P/T,Latitude//Latitude,Longitude//Longitude,Date//Date,H01//H01,H02//H02,H03//H03,H04//H04,H05//H05,H06//H06,H07//H07,H08//H08,H09//H09,H10//H10,H11//H11,H12//H12,H13//H13,H14//H14,H15//H15,H16//H16,H17//H17,H18//H18,H19//H19,H20//H20,H21//H21,H22//H22,H23//H23,H24//H24
CO,50204,Gatineau,QC,45.435987,-75.723429,20170523,0.13,-999,0.13,0.13,0.14,0.16,0.17,0.16,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.16,0.17,0.16,0.16,0.17,0.19,0.18,0.18,0.21
CO,50204,Gatineau,QC,45.435987,-75.723429,20170524,0.25,-999,0.18,0.18,0.19,0.22,0.22,0.19,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.19,0.17,0.19,0.22,0.23,0.21,0.2
CO,50204,Gatineau,QC,45.435987,-75.723429,20170525,0.17,-999,0.16,0.16,0.17,0.18,0.18,0.2,0.17,0.17,0.17,0.16,0.16,0.17,0.18,0.2,0.21,0.2,0.15,0.15,0.14,0.14,0.14,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170526,0.13,-999,0.13,0.14,0.13,0.14,0.16,0.19,0.17,0.16,0.14,0.14,0.15,0.16,0.17,0.16,0.16,0.19,0.15,0.14,0.2,0.22,0.18,0.2
CO,50204,Gatineau,QC,45.435987,-75.723429,20170527,0.21,-999,0.2,0.23,0.2,0.22,0.19,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.16,0.14,0.18,0.2,0.23,0.21,0.21
CO,50204,Gatineau,QC,45.435987,-75.723429,20170528,0.21,-999,0.16,0.16,0.15,0.16,0.15,0.17,0.18,0.16,0.14,0.14,0.16,0.14,0.13,0.14,0.14,0.17,0.15,0.15,0.17,0.16,0.15,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170529,0.15,-999,0.16,0.17,0.16,0.18,0.17,0.19,0.19,0.19,0.16,0.16,0.16,0.17,0.19,0.19,0.19,0.19,0.2,0.19,0.2,0.19,0.17,0.18
CO,50204,Gatineau,QC,45.435987,-75.723429,20170530,0.16,-999,0.15,0.15,0.15,0.17,0.2,0.19,0.16,0.16,0.16,0.17,0.16,0.17,0.14,0.15,0.13,0.19,0.15,0.14,0.16,0.15,0.18,0.19
CO,50204,Gatineau,QC,45.435987,-75.723429,20170531,0.17,-999,0.14,0.13,0.15,0.18,0.17,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.15,0.14,0.13,0.14,0.14,0.13,0.12
CO,50204,Gatineau,QC,45.435987,-75.723429,20170601,0.11,-999,0.11,0.11,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.13,0.12,-999,-999,-999,-999,-999,-999
CO,50204,Gatineau,QC,45.435987,-75.723429,20170602,-999,-999,-999,-999,-999,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.14,0.12,0.12
CO,50204,Gatineau,QC,45.435987,-75.723429,20170603,0.12,-999,0.12,0.12,0.11,0.11,0.15,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.13,0.13,0.12,0.13,0.18,0.28,0.43,0.38,0.24
CO,50204,Gatineau,QC,45.435987,-75.723429,20170604,0.22,-999,0.18,0.18,0.16,0.19,0.24,0.3,0.27,0.25,0.18,0.15,0.16,0.17,0.18,0.17,0.18,0.3,0.19,0.18,0.17,0.17,0.18,0.17
CO,50204,Gatineau,QC,45.435987,-75.723429,20170605,0.15,-999,0.15,0.14,0.14,0.15,0.17,0.17,0.15,0.15,0.15,0.15,0.14,0.15,0.16,0.16,0.16,0.17,0.15,0.15,0.14,0.14,0.13,0.13
CO,50204,Gatineau,QC,45.435987,-75.723429,20170606,0.12,-999,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.13,0.13,0.14,0.14,0.14,0.18,0.12,0.16,0.22,0.23,0.24,0.24,0.26
CO,50204,Gatineau,QC,45.435987,-75.723429,20170607,0.21,-999,0.13,0.13,0.13,0.17,0.15,0.13,0.14,0.15,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.16,0.21,0.23,0.15,0.13
CO,50204,Gatineau,QC,45.435987,-75.723429,20170608,0.13,-999,0.13,0.13,0.14,0.16,0.16,0.15,0.14,0.13,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.15,0.14,0.16,0.2,0.2,0.18,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170609,0.12,-999,0.11,0.12,0.13,0.14,0.15,0.16,0.14,0.13,0.14,0.14,0.13,0.15,0.17,0.15,0.13,0.16,0.13,0.15,0.17,0.19,0.16,0.17
CO,50204,Gatineau,QC,45.435987,-75.723429,20170610,0.19,-999,0.14,0.13,0.13,0.14,0.12,0.12,0.12,0.13,0.14,0.12,0.14,0.14,0.15,0.16,0.16,0.12,0.17,0.17,0.18,0.19,0.19,0.18
CO,50204,Gatineau,QC,45.435987,-75.723429,20170611,0.17,-999,0.17,0.18,0.17,0.17,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.19,0.18,0.18,0.17,0.18,0.16,0.18,0.22,0.22,0.22,0.21
CO,50204,Gatineau,QC,45.435987,-75.723429,20170612,0.2,-999,0.21,0.22,0.24,0.23,0.22,0.23,0.2,0.2,0.23,0.2,0.18,0.17,0.17,0.17,0.17,0.23,0.2,0.18,0.2,0.2,0.19,0.18
CO,50204,Gatineau,QC,45.435987,-75.723429,20170613,0.19,-999,0.17,0.17,0.18,0.2,0.18,0.14,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.12,0.14,0.11,0.12,0.15,0.16,0.14,0.11
CO,50204,Gatineau,QC,45.435987,-75.723429,20170614,0.1,-999,0.09,0.09,0.1,0.12,0.12,0.12,0.1,0.1,0.09,0.09,0.09,0.09,0.11,0.12,0.12,0.12,0.1,0.12,0.15,0.17,0.13,0.12
CO,50204,Gatineau,QC,45.435987,-75.723429,20170615,0.13,-999,0.13,0.12,0.13,0.14,0.14,0.13,0.12,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.14,0.13,0.13,0.13,0.14,0.14,0.14,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170616,0.14,-999,0.15,0.14,0.14,0.16,0.17,0.16,0.14,0.14,0.15,0.16,0.19,0.24,0.23,0.19,0.2,0.16,0.27,0.29,0.24,0.25,0.21,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170617,0.16,-999,0.15,0.16,0.19,0.17,0.16,0.17,0.17,0.16,0.18,0.18,0.19,0.19,0.18,0.2,0.23,0.17,0.23,0.26,0.29,0.37,0.25,0.24
CO,50204,Gatineau,QC,45.435987,-75.723429,20170618,0.25,-999,0.25,0.25,0.21,0.23,0.24,0.19,0.17,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.14,0.19,0.13,0.13,0.13,0.13,0.12,0.13
CO,50204,Gatineau,QC,45.435987,-75.723429,20170619,0.12,-999,0.13,0.12,0.1,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.14,0.13,0.12
CO,50204,Gatineau,QC,45.435987,-75.723429,20170620,0.11,-999,0.12,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.13,0.12,0.12,0.11,0.12,0.1,0.11,0.12,0.12,0.1,0.1
CO,50204,Gatineau,QC,45.435987,-75.723429,20170621,0.09,-999,0.1,0.1,0.1,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.12,0.11,0.13,0.16,0.18,0.18,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170622,0.13,-999,0.11,0.12,0.12,0.13,0.19,0.13,0.12,0.12,0.12,0.11,0.12,0.14,0.12,0.12,0.11,0.13,0.15,0.15,0.14,0.14,0.14,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170623,0.14,-999,0.14,0.14,0.14,0.18,0.22,0.27,0.2,0.16,0.15,0.14,0.13,0.13,0.13,0.13,0.14,0.27,0.13,0.14,0.16,0.15,0.15,0.13
CO,50204,Gatineau,QC,45.435987,-75.723429,20170624,0.12,-999,0.12,0.11,0.11,0.11,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.1,0.11,0.12,0.12,0.13,0.12,0.14,0.15,0.13,0.14,0.13
CO,50204,Gatineau,QC,45.435987,-75.723429,20170625,0.12,-999,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.12
CO,50204,Gatineau,QC,45.435987,-75.723429,20170626,0.11,-999,0.1,0.1,0.1,0.12,0.12,0.1,0.11,0.11,0.09,0.09,0.09,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.11,0.12,0.11,0.11
CO,50204,Gatineau,QC,45.435987,-75.723429,20170627,0.11,-999,0.11,0.11,0.11,0.12,0.14,0.15,0.13,0.14,0.14,0.12,0.14,0.16,0.14,0.14,0.15,0.15,0.16,0.15,0.16,0.15,0.17,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170628,0.13,-999,0.1,0.11,0.11,0.13,0.15,0.17,0.14,0.14,0.13,0.13,0.11,0.12,0.13,0.12,0.13,0.17,0.16,0.16,0.16,0.15,0.18,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170629,0.18,-999,0.17,0.18,0.14,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.15,0.16,0.18,0.18,0.18,0.17,0.19,0.17,0.16,0.14,0.15,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170630,0.13,-999,0.13,0.13,0.14,0.15,0.16,0.18,0.18,0.19,0.25,0.23,0.25,0.26,0.32,0.18,0.17,0.18,0.17,0.19,0.27,0.31,0.26,0.2
CO,50204,Gatineau,QC,45.435987,-75.723429,20170701,0.2,-999,0.17,0.18,0.16,0.15,0.17,0.18,0.16,0.16,0.17,0.15,0.13,0.13,0.14,0.15,0.15,0.18,0.13,0.14,0.16,0.17,0.18,0.19
CO,50204,Gatineau,QC,45.435987,-75.723429,20170702,0.14,-999,0.12,0.12,0.12,0.12,0.14,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.14,0.16,0.14,0.12,0.13,0.12
CO,50204,Gatineau,QC,45.435987,-75.723429,20170703,0.12,-999,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.11,0.11,0.11,0.17,0.28,0.15,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170704,0.22,-999,0.16,0.13,0.16,0.17,0.21,0.16,0.14,0.14,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.16,0.12,0.16,0.31,0.27,0.21,0.18
CO,50204,Gatineau,QC,45.435987,-75.723429,20170705,0.14,-999,0.12,0.12,0.13,0.22,0.19,0.2,0.19,0.14,0.11,0.13,0.11,0.11,0.11,0.12,0.11,0.2,0.12,0.13,0.15,0.16,0.17,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170706,0.17,-999,0.22,0.2,0.19,0.25,0.28,0.18,0.17,0.15,0.15,0.14,0.14,0.15,0.17,0.17,0.17,0.18,0.16,0.17,0.18,0.19,0.18,0.18
CO,50204,Gatineau,QC,45.435987,-75.723429,20170707,0.17,-999,0.17,0.17,0.15,0.16,0.18,0.19,0.17,0.18,0.16,0.15,0.14,0.14,0.17,0.23,0.16,0.19,0.16,0.17,0.18,0.19,0.2,0.18
CO,50204,Gatineau,QC,45.435987,-75.723429,20170708,0.18,-999,0.13,0.17,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.1,0.12,0.14,0.16,0.14,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170709,0.12,-999,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.11,0.12,0.12,0.11,0.11,0.1,0.12,0.13,0.13,0.13,0.13,0.13
CO,50204,Gatineau,QC,45.435987,-75.723429,20170710,0.13,-999,0.13,0.13,0.13,0.14,0.17,0.17,0.15,0.15,0.15,0.14,0.14,0.14,0.17,0.16,0.16,0.17,0.15,0.15,0.16,0.18,0.17,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170711,0.15,-999,0.15,0.15,0.15,0.16,0.2,0.19,0.19,0.15,0.15,0.14,0.16,0.18,0.19,0.18,0.18,0.19,0.17,0.17,0.16,0.17,0.2,0.19
CO,50204,Gatineau,QC,45.435987,-75.723429,20170712,0.2,-999,0.16,0.15,0.16,0.24,0.16,0.15,0.12,0.12,0.12,0.13,0.11,0.11,0.12,0.12,0.12,0.15,0.12,0.11,0.1,0.1,0.1,0.1
CO,50204,Gatineau,QC,45.435987,-75.723429,20170713,0.1,-999,0.09,0.09,0.1,0.11,0.15,0.13,0.1,0.1,0.1,0.1,0.1,0.1,0.12,0.13,0.14,0.13,0.13,0.13,0.15,0.16,0.22,0.21
CO,50204,Gatineau,QC,45.435987,-75.723429,20170714,0.16,-999,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.15,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.15,0.18,0.17,0.18,0.18
CO,50204,Gatineau,QC,45.435987,-75.723429,20170715,0.15,-999,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.13,0.14,0.14,0.14,0.13,0.11,0.12,0.11,0.15,0.13,0.16,0.32,0.35,0.18,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170716,0.14,-999,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.14,0.16,0.14,0.11,0.14,0.15,0.15,0.15,0.15,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170717,0.16,-999,0.14,0.14,0.14,0.16,0.17,0.19,0.17,0.16,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.19,0.15,0.16,0.19,0.26,0.24,0.21
CO,50204,Gatineau,QC,45.435987,-75.723429,20170718,0.19,-999,0.19,0.19,0.2,0.28,0.23,0.26,0.23,0.18,0.15,0.16,0.15,0.15,0.16,0.16,0.17,0.26,0.16,0.17,0.17,0.17,0.18,0.17
CO,50204,Gatineau,QC,45.435987,-75.723429,20170719,0.16,-999,0.16,0.16,0.16,0.17,0.17,0.18,0.21,0.2,0.17,0.18,0.19,0.19,0.19,0.18,0.17,0.18,0.19,0.24,0.31,0.47,0.46,0.28
CO,50204,Gatineau,QC,45.435987,-75.723429,20170720,0.22,-999,0.22,0.19,0.2,0.26,0.24,0.26,0.27,0.21,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.26,0.19,0.19,0.21,0.19,0.18,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170721,0.14,-999,0.13,0.14,0.15,0.16,0.18,0.18,0.18,0.19,0.17,0.18,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.23,0.24,0.27,0.24,0.22
CO,50204,Gatineau,QC,45.435987,-75.723429,20170722,0.21,-999,0.19,0.17,0.16,0.15,0.13,0.1,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.1,0.16,0.21,0.31,0.27,0.13,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170723,0.19,-999,0.12,0.09,0.09,0.1,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.11,0.12,0.12,0.13,0.09,0.12,0.12,0.12,0.12,0.12,0.12
CO,50204,Gatineau,QC,45.435987,-75.723429,20170724,0.11,-999,0.12,0.12,0.13,0.13,0.13,0.12,0.13,0.15,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.1
CO,50204,Gatineau,QC,45.435987,-75.723429,20170725,0.1,-999,0.1,0.1,0.1,0.12,0.12,0.12,0.1,0.1,0.11,0.12,0.1,0.11,0.12,0.12,0.12,0.12,0.13,0.14,0.16,0.19,0.26,0.27
CO,50204,Gatineau,QC,45.435987,-75.723429,20170726,0.25,-999,0.21,0.22,0.23,0.23,0.29,0.33,0.23,0.15,0.12,0.13,0.13,0.13,0.13,0.15,0.13,0.33,0.15,0.15,0.17,0.16,0.14,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170727,0.13,-999,0.14,0.14,0.14,0.15,0.15,0.16,0.17,0.15,0.16,0.15,0.14,0.15,0.16,0.16,0.15,0.16,0.17,0.17,0.17,0.18,0.17,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170728,0.18,-999,0.14,0.13,0.12,0.13,0.14,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.1,0.1,0.11,0.11,0.12,0.18,0.31,0.38,0.31,0.24
CO,50204,Gatineau,QC,45.435987,-75.723429,20170729,0.15,-999,0.13,0.13,0.12,0.13,0.14,0.13,0.12,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.11,0.13,0.15,0.18,0.22,0.22,0.22,0.24
CO,50204,Gatineau,QC,45.435987,-75.723429,20170730,0.2,-999,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.13,0.13,0.13,0.15,0.15,0.14,0.2,0.19,0.23,0.2,0.21,0.21
CO,50204,Gatineau,QC,45.435987,-75.723429,20170731,0.18,-999,0.16,0.17,0.18,0.22,0.23,0.22,0.18,0.18,0.17,0.17,0.18,0.18,0.18,0.17,0.17,0.22,0.19,0.29,0.26,0.22,0.2,0.2
CO,50204,Gatineau,QC,45.435987,-75.723429,20170801,0.18,-999,0.16,0.16,0.19,0.19,0.2,0.2,0.19,0.21,0.16,0.14,0.16,0.15,0.14,0.15,0.14,0.2,0.15,0.16,0.17,0.21,0.22,0.17
CO,50204,Gatineau,QC,45.435987,-75.723429,20170802,0.17,-999,0.16,0.17,0.18,0.18,0.2,0.18,0.2,0.19,0.18,0.19,0.19,0.17,0.19,0.22,0.19,0.18,0.18,0.21,0.25,0.24,0.17,0.18
CO,50204,Gatineau,QC,45.435987,-75.723429,20170803,0.18,-999,0.16,0.15,0.17,0.2,0.17,0.15,0.16,0.16,0.15,0.16,0.16,0.17,0.17,0.17,0.17,0.15,0.17,0.18,0.18,0.17,0.17,0.19
CO,50204,Gatineau,QC,45.435987,-75.723429,20170804,0.18,-999,0.15,0.16,0.16,0.17,0.21,0.22,0.21,0.21,0.19,0.19,0.19,0.18,0.18,0.19,0.18,0.22,0.2,0.18,0.18,0.17,0.17,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170805,0.15,-999,0.15,0.14,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.1,0.1,0.1,0.1,0.1
CO,50204,Gatineau,QC,45.435987,-75.723429,20170806,0.09,-999,0.08,0.08,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.13,0.14,0.18,0.17,0.22,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170807,0.12,-999,0.12,0.12,0.12,0.13,0.15,0.13,0.11,0.1,0.11,0.11,0.12,0.13,0.14,0.14,0.14,0.13,0.13,0.14,0.17,0.19,0.22,0.18
CO,50204,Gatineau,QC,45.435987,-75.723429,20170808,0.15,-999,0.14,0.15,0.14,0.18,0.18,0.17,0.18,0.14,0.12,0.11,0.11,0.11,0.13,0.12,0.13,0.17,0.14,0.16,0.21,0.16,0.15,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170809,0.17,-999,0.15,0.14,0.15,0.15,0.15,0.15,0.15,0.14,0.13,0.12,0.11,0.12,0.13,0.13,0.12,0.15,0.14,0.17,0.24,0.25,0.2,0.2
CO,50204,Gatineau,QC,45.435987,-75.723429,20170810,0.17,-999,0.15,0.14,0.15,0.25,0.18,0.16,0.16,0.18,0.18,0.19,0.17,0.18,0.17,0.17,0.18,0.16,0.37,0.34,0.32,0.3,0.25,0.25
CO,50204,Gatineau,QC,45.435987,-75.723429,20170811,0.23,-999,0.21,0.2,0.2,0.24,0.28,0.24,0.26,0.23,0.18,0.17,0.17,0.16,0.18,0.18,0.18,0.24,0.19,0.19,0.2,0.21,0.2,0.21
CO,50204,Gatineau,QC,45.435987,-75.723429,20170812,0.17,-999,0.17,0.17,0.17,0.17,0.16,0.16,0.18,0.17,0.17,0.17,0.17,0.18,-999,-999,-999,0.16,0.17,0.16,0.17,0.17,0.16,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170813,0.14,-999,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.12,0.12,0.12,0.12,0.14,0.14,0.16,0.24,0.42,0.35,0.19,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170814,0.15,-999,0.14,0.13,0.12,0.15,0.16,0.17,0.17,0.15,0.14,0.14,0.14,0.13,0.12,0.12,0.14,0.17,0.15,0.17,0.17,0.16,0.2,0.24
CO,50204,Gatineau,QC,45.435987,-75.723429,20170815,0.24,-999,0.15,0.16,0.19,0.17,0.18,0.18,0.19,0.19,0.18,0.17,0.16,0.16,0.17,0.16,0.15,0.18,0.17,0.19,0.16,0.15,0.14,0.14
CO,50204,Gatineau,QC,45.435987,-75.723429,20170816,0.13,-999,0.13,0.13,0.12,0.13,0.14,0.14,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.14,0.12,0.2,0.19,0.21,0.19,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170817,0.15,-999,0.12,0.12,0.12,0.17,0.19,0.19,0.18,0.17,-999,-999,-999,0.11,0.14,0.14,0.15,0.19,0.16,0.16,0.18,0.18,0.17,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170818,0.16,-999,0.16,0.15,0.16,0.17,0.18,0.19,0.19,0.18,0.19,0.2,0.19,0.2,0.22,0.21,0.2,0.19,0.22,0.22,0.23,0.22,0.2,0.24
CO,50204,Gatineau,QC,45.435987,-75.723429,20170819,0.24,-999,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.14,0.15,0.14,0.15,0.16,0.17,0.17,0.15,0.16,0.14,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170820,0.14,-999,0.15,0.14,0.14,0.14,0.14,0.15,0.16,0.16,0.16,0.16,0.18,0.19,0.18,0.19,0.19,0.15,0.24,0.38,0.26,0.2,0.21,0.22
CO,50204,Gatineau,QC,45.435987,-75.723429,20170821,0.2,-999,0.2,0.2,0.21,0.24,0.29,0.27,0.26,0.23,0.21,0.22,0.22,0.22,0.22,0.22,0.23,0.27,0.23,0.23,0.24,0.24,0.23,0.22
CO,50204,Gatineau,QC,45.435987,-75.723429,20170822,0.23,-999,0.22,0.21,0.23,0.25,0.26,0.28,0.19,0.22,0.22,0.21,0.19,0.18,0.17,0.17,0.14,0.28,0.15,0.15,0.13,0.14,0.14,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170823,0.15,-999,0.14,0.14,0.12,0.12,0.15,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.17,0.17,0.2,0.24,0.18,0.17
CO,50204,Gatineau,QC,45.435987,-75.723429,20170824,0.15,-999,0.15,0.15,0.16,0.16,0.15,0.13,0.12,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.14,0.13,0.15,0.18,0.19,0.19,0.17,0.13
CO,50204,Gatineau,QC,45.435987,-75.723429,20170825,0.15,-999,0.14,0.14,0.14,0.18,0.16,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.13,0.14,0.14,0.15,0.19,0.16,0.23
CO,50204,Gatineau,QC,45.435987,-75.723429,20170826,0.25,-999,0.17,0.15,0.14,0.16,0.15,0.16,0.14,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.16,0.18,0.29,0.31,0.29,0.29,0.29
CO,50204,Gatineau,QC,45.435987,-75.723429,20170827,0.27,-999,0.21,0.19,0.18,0.19,0.19,0.17,0.16,0.17,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.17,0.17,0.19,0.18,0.22,0.28,0.24
CO,50204,Gatineau,QC,45.435987,-75.723429,20170828,0.22,-999,0.18,0.18,0.18,0.22,0.23,0.24,0.21,0.19,0.18,0.17,0.16,0.16,0.16,0.17,0.17,0.24,0.19,0.25,0.29,0.27,0.25,0.21
CO,50204,Gatineau,QC,45.435987,-75.723429,20170829,0.19,-999,0.17,0.17,0.2,0.29,0.3,0.25,0.24,0.23,0.22,0.17,0.17,0.18,0.18,0.18,0.17,0.25,0.18,0.2,0.33,0.26,0.24,0.21
CO,50204,Gatineau,QC,45.435987,-75.723429,20170830,0.2,-999,0.19,0.17,0.18,0.22,0.28,0.29,0.29,0.23,0.21,0.18,0.16,0.16,0.18,0.18,0.17,0.29,0.21,0.22,0.18,0.17,0.16,0.16
CO,50204,Gatineau,QC,45.435987,-75.723429,20170831,0.17,-999,0.17,0.17,0.17,0.16,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.15,0.13,0.15,0.15,0.15,0.13,0.12,0.12
CO,50204,Gatineau,QC,45.435987,-75.723429,20170901,0.11,-999,0.1,0.1,0.1,0.11,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.15,0.16,0.19,0.22,0.17,0.22
CO,50204,Gatineau,QC,45.435987,-75.723429,20170902,0.15,-999,0.17,0.15,0.14,0.15,0.15,0.16,0.18,0.2,0.14,0.14,0.13,0.13,0.12,0.13,0.13,0.16,0.15,0.17,0.17,0.23,0.25,0.19
CO,50204,Gatineau,QC,45.435987,-75.723429,20170903,0.15,-999,0.14,0.14,0.16,0.16,0.18,0.2,0.19,0.18,0.15,0.16,0.17,0.18,0.18,0.18,0.15,0.2,0.18,0.18,0.18,0.17,0.15,0.15
CO,50204,Gatineau,QC,45.435987,-75.723429,20170904,0.16,-999,0.14,0.14,0.15,0.15,0.16,0.18,0.21,0.22,0.21,0.22,0.22,0.22,0.25,0.27,0.32,0.18,0.22,0.19,0.2,0.21,0.2,0.2
CO,50204,Gatineau,QC,45.435987,-75.723429,20170905,0.18,-999,0.19,0.19,0.19,0.22,0.22,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.2,0.28,0.41,0.3,0.24,0.25,0.27
CO,50204,Gatineau,QC,45.435987,-75.723429,20170906,0.2,-999,0.18,0.19,0.2,0.22,0.25,0.27,0.25,0.24,0.24,0.25,0.24,0.23,0.25,0.26,0.27,0.27,0.31,0.29,0.34,0.41,0.34,0.28
